Visitor,Plant,Family,Date,Elevation,Site,Data,Plant2,ElevationCorrect,MinEle,MaxEle,EleZone
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1110,P155,Biesmeijer,Crepis sp.,1110,1110,1110,1000-1200
Argynnis aglaja,Centaurea nigra,Lepidoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Polyommatus coridon,Centaurea nigra,Lepidoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
 ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
 ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Lasioglossum ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Apis ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus lapidarius,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus quadricolor,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus quadricolor,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus quadricolor,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus quadricolor,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus pascuorum,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus soroeensis,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus soroeensis,Centaurea nigra,Hymenoptera,22/08/2005,1113,P161,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Halictus ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Lasioglossum ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Apis ,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Eristalis tenax,Centaurea nigra,Diptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Eristalis sp.,Centaurea nigra,Diptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus quadricolor,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus quadricolor,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus pascuorum,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus pascuorum,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus soroeensis,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Bombus soroeensis,Centaurea nigra,Hymenoptera,22/08/2005,1113,P162,Biesmeijer,Centaurea nigra,1113,1113,1113,1000-1200
Macroglossa stellatarum,Galeopsis pyrenaica,Lepidoptera,22/08/2005,1116,P151,Biesmeijer,Galeopsis ladanum,1116,1116,1116,1000-1200
 ,Galeopsis pyrenaica,Hymenoptera,22/08/2005,1116,P151,Biesmeijer,Galeopsis ladanum,1116,1116,1116,1000-1200
Bombus sp.,Galeopsis pyrenaica,Hymenoptera,22/08/2005,1116,P151,Biesmeijer,Galeopsis ladanum,1116,1116,1116,1000-1200
Bombus hortorum,Galeopsis pyrenaica,Hymenoptera,22/08/2005,1116,P151,Biesmeijer,Galeopsis ladanum,1116,1116,1116,1000-1200
Bombus hortorum,Galeopsis pyrenaica,Hymenoptera,22/08/2005,1116,P151,Biesmeijer,Galeopsis ladanum,1116,1116,1116,1000-1200
Bombus terrestris complex,Galeopsis pyrenaica,Hymenoptera,22/08/2005,1116,P151x,Biesmeijer,Galeopsis ladanum,1116,1116,1116,1000-1200
Bombus hortorum,Galeopsis pyrenaica,Hymenoptera,22/08/2005,1116,P151x,Biesmeijer,Galeopsis ladanum,1116,1116,1116,1000-1200
Bombus hortorum,Galeopsis pyrenaica,Hymenoptera,22/08/2005,1116,P151x,Biesmeijer,Galeopsis ladanum,1116,1116,1116,1000-1200
Bombus quadricolor,Picris hieracioides,,21/08/2006,1120,P303,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
Bombus pascuorum,Picris hieracioides,,21/08/2006,1120,P303,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
Hesperia comma,Picris hieracioides,Lepidoptera,21/08/2006,1120,P304,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
lasioglossum ,Picris hieracioides,,21/08/2006,1120,P303,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
Sphaerophoria ,Picris hieracioides,,21/08/2006,1120,P303,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
Sphaerophoria ,Picris hieracioides,,21/08/2006,1120,P304,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
 ,Picris hieracioides,,21/08/2006,1120,P303,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
 ,Picris hieracioides,,21/08/2006,1120,P303,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
 ,Picris hieracioides,,21/08/2006,1120,P303,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
 ,Picris hieracioides,,21/08/2006,1120,P304,Biesmeijer,Picris hieracioides,1120,1120,1120,1000-1200
Melanargia lachesis,Cirsium vulgare,Lepidoptera,22/08/2005,1123,P148,Biesmeijer,Cirsium vulgare,1123,1123,1123,1000-1200
Megachile ,Cirsium vulgare,Hymenoptera,22/08/2005,1123,P148,Biesmeijer,Cirsium vulgare,1123,1123,1123,1000-1200
Bombus bohemicus,Cirsium vulgare,Hymenoptera,22/08/2005,1123,P148,Biesmeijer,Cirsium vulgare,1123,1123,1123,1000-1200
Bombus pascuorum,Cirsium vulgare,Hymenoptera,22/08/2005,1123,P148x,Biesmeijer,Cirsium vulgare,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P147,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Eristalis arbustorum,Crepis mollis,Diptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Eristalis tenax,Crepis mollis,Diptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Eristalis sp.,Crepis mollis,Diptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Epeolus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Pasites ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Megachile ,Crepis mollis,Hymenoptera,22/08/2005,1123,P149,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Syrphus ribesii,Crepis mollis,Diptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Lasioglossum ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Eristalis lineata,Crepis mollis,Diptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Halictus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Eristalis tenax,Crepis mollis,Diptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Eristalis sp.,Crepis mollis,Diptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Epeolus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Eucera ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Megachile ,Crepis mollis,Hymenoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Megachile sp.,Crepis mollis,Hymenoptera,22/08/2005,1123,P150x,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
 ,Crepis mollis,Lepidoptera,22/08/2005,1123,P150,Biesmeijer,Crepis sp.,1123,1123,1123,1000-1200
Bombus hortorum,Galeopsis angustifolia,,19/08/2006,1123,P266,Biesmeijer,Galeopsis ladanum,1123,1123,1123,1000-1200
Episyrphus balteatus,Galeopsis angustifolia,,19/08/2006,1123,P266,Biesmeijer,Galeopsis ladanum,1123,1123,1123,1000-1200
Macroglossa stellatarum,Galeopsis angustifolia,Lepidoptera,19/08/2006,1123,P266,Biesmeijer,Galeopsis ladanum,1123,1123,1123,1000-1200
Plathycherium type ,Galeopsis angustifolia,,19/08/2006,1123,P266,Biesmeijer,Galeopsis ladanum,1123,1123,1123,1000-1200
Sphaerophoria type ,Galeopsis angustifolia,,19/08/2006,1123,P266,Biesmeijer,Galeopsis ladanum,1123,1123,1123,1000-1200
Syrphus type ,Galeopsis angustifolia,,19/08/2006,1123,P266,Biesmeijer,Galeopsis ladanum,1123,1123,1123,1000-1200
Syrphus type ,Galeopsis angustifolia,,19/08/2006,1123,P266,Biesmeijer,Galeopsis ladanum,1123,1123,1123,1000-1200
Chrysotoxum ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
Episyrphus ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
lasioglossum ,Picris hieracioides,,19/08/2006,1123,P267,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
lasioglossum ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
Panurgus ,Picris hieracioides,,19/08/2006,1123,P267,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
Panurgus ,Picris hieracioides,,19/08/2006,1123,P267,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
Panurgus ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
Panurgus ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
Syrphid ,Picris hieracioides,,19/08/2006,1123,P267,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
Syrphid ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
 ,Picris hieracioides,,19/08/2006,1123,P267,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
 ,Picris hieracioides,,19/08/2006,1123,P267,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
 nomada?,Picris hieracioides,,19/08/2006,1123,P267,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
 ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
 ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
 ,Picris hieracioides,,19/08/2006,1123,P268,Biesmeijer,Picris hieracioides,1123,1123,1123,1000-1200
Episyrphus balteatus,Centaurea nigra,Diptera,19/08/2005,1144,P132,Biesmeijer,Centaurea nigra,1144,1144,1144,1000-1200
Bombus humilis,Centaurea nigra,Hymenoptera,19/08/2005,1144,P132,Biesmeijer,Centaurea nigra,1144,1144,1144,1000-1200
Bombus pascuorum,Centaurea nigra,Hymenoptera,19/08/2005,1144,P132,Biesmeijer,Centaurea nigra,1144,1144,1144,1000-1200
Bombus soroeensis,Centaurea nigra,Hymenoptera,19/08/2005,1144,P132,Biesmeijer,Centaurea nigra,1144,1144,1144,1000-1200
Megachile ,Cirsium vulgare,Hymenoptera,19/08/2005,1144,P133,Biesmeijer,Cirsium vulgare,1144,1144,1144,1000-1200
Megachile ,Cirsium vulgare,Hymenoptera,19/08/2005,1144,P133,Biesmeijer,Cirsium vulgare,1144,1144,1144,1000-1200
Bombus soroeensis,Cirsium vulgare,Hymenoptera,19/08/2005,1144,P133,Biesmeijer,Cirsium vulgare,1144,1144,1144,1000-1200
Epistrophe grossulariae,Cirsium vulgare,Diptera,19/08/2005,1144,P133x,Biesmeijer,Cirsium vulgare,1144,1144,1144,1000-1200
Apis ,Satureja montana,,19/08/2006,1144,P260,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Apis ,Satureja montana,,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Bombus soroeensis,Satureja montana,,19/08/2006,1144,P260,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Bombus soroeensis,Satureja montana,,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Bombus pascuorum,Satureja montana,,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Eristalis sp,Satureja montana,,19/08/2006,1144,P260,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Eristalis sp,Satureja montana,,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Halictus ,Satureja montana,,19/08/2006,1144,P264,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Hipparchia alcyone,Satureja montana,Lepidoptera,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
lasioglossum ,Satureja montana,,19/08/2006,1144,P260,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
lasioglossum ,Satureja montana,,19/08/2006,1144,P260,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
lasioglossum ,Satureja montana,,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
lasioglossum ,Satureja montana,,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Polyommatus coridon,Satureja montana,Lepidoptera,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Syritta pipiens,Satureja montana,,19/08/2006,1144,P264,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Volucella pellucens,Satureja montana,,19/08/2006,1144,P264,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
 ,Satureja montana,,19/08/2006,1144,P260,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
 ,Satureja montana,,19/08/2006,1144,P260,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
 ,Satureja montana,,19/08/2006,1144,P261,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
 ,Satureja montana,,19/08/2006,1144,P264,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
 ,Satureja montana,,19/08/2006,1144,P264,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
 ,Satureja montana,,19/08/2006,1144,P264,Biesmeijer,Satureja montana,1144,1144,1144,1000-1200
Platycheirus peltatus,Crepis mollis,Diptera,19/08/2005,1149,P134,Biesmeijer,Crepis sp.,1149,1149,1149,1000-1200
Sphaerophorium scripta,Crepis mollis,Diptera,19/08/2005,1149,P134,Biesmeijer,Crepis sp.,1149,1149,1149,1000-1200
Episyrphus balteatus,Crepis mollis,Diptera,19/08/2005,1149,P134,Biesmeijer,Crepis sp.,1149,1149,1149,1000-1200
Episyrphus balteatus,Crepis mollis,Diptera,19/08/2005,1149,P135,Biesmeijer,Crepis sp.,1149,1149,1149,1000-1200
Episyrphus balteatus,Centaurea nigra,Diptera,19/08/2005,1150,P137,Biesmeijer,Centaurea nigra,1150,1150,1150,1000-1200
Bombus ,Centaurea nigra,Hymenoptera,19/08/2005,1150,P137x,Biesmeijer,Centaurea nigra,1150,1150,1150,1000-1200
Megachile sp.,Centaurea nigra,Hymenoptera,19/08/2005,1150,P137x,Biesmeijer,Centaurea nigra,1150,1150,1150,1000-1200
Bombus pascuorum,Centaurea nigra,Hymenoptera,19/08/2005,1150,P137x,Biesmeijer,Centaurea nigra,1150,1150,1150,1000-1200
Episyrphus balteatus,Crepis mollis,Diptera,19/08/2005,1150,P138,Biesmeijer,Crepis sp.,1150,1150,1150,1000-1200
Syrphus vitripennis,Crepis mollis,Diptera,19/08/2005,1154,P139,Biesmeijer,Crepis sp.,1154,1154,1154,1000-1200
Episryphus balteatus,Crepis mollis,Diptera,19/08/2005,1154,P139,Biesmeijer,Crepis sp.,1154,1154,1154,1000-1200
Panurgus ,Crepis mollis,Hymenoptera,19/08/2005,1154,P139,Biesmeijer,Crepis sp.,1154,1154,1154,1000-1200
Bombus pascuorum,Centaurea nigra,Hymenoptera,19/08/2005,1155,P140,Biesmeijer,Centaurea nigra,1155,1155,1155,1000-1200
Bombus soroeensis,Centaurea nigra,Hymenoptera,19/08/2005,1155,P140,Biesmeijer,Centaurea nigra,1155,1155,1155,1000-1200
Apis ,Cirsium monspessulanum,,18/08/2006,1172,P250,Biesmeijer,Cirsium monspessulanum,1172,1172,1172,1000-1200
Bombus soroeensis,Cirsium monspessulanum,,18/08/2006,1172,P249,Biesmeijer,Cirsium monspessulanum,1172,1172,1172,1000-1200
